SECURITY_ID,INSTRUMENT,UNDERLYING_SYMBOL,SYMBOL_NAME,DISPLAY_NAME,LOT_SIZE,SM_EXPIRY_DATE,STRIKE_PRICE,OPTION_TYPE
45973,OPTIDX,NIFTY,NIFTY-Dec2027-36000-PE,NIFTY 28 DEC 36000 PUT,65.0,2027-12-28,36000.0,PE
45992,OPTIDX,NIFTY,NIFTY-Jun2028-36000-CE,NIFTY 27 JUN 36000 CALL,65.0,2028-06-27,36000.0,CE
45993,OPTIDX,NIFTY,NIFTY-Jun2028-36000-PE,NIFTY 27 JUN 36000 PUT,65.0,2028-06-27,36000.0,PE
46020,OPTIDX,NIFTY,NIFTY-Dec2028-36000-CE,NIFTY 26 DEC 36000 CALL,65.0,2028-12-26,36000.0,CE
46021,OPTIDX,NIFTY,NIFTY-Dec2028-36000-PE,NIFTY 26 DEC 36000 PUT,65.0,2028-12-26,36000.0,PE
46142,OPTIDX,NIFTY,NIFTY-Aug2026-29400-CE,NIFTY 18 AUG 29400 CALL,65.0,2026-08-18,29400.0,CE
46143,OPTIDX,NIFTY,NIFTY-Aug2026-29400-PE,NIFTY 18 AUG 29400 PUT,65.0,2026-08-18,29400.0,PE
46144,OPTIDX,NIFTY,NIFTY-Aug2026-29450-CE,NIFTY 18 AUG 29450 CALL,65.0,2026-08-18,29450.0,CE
46145,OPTIDX,NIFTY,NIFTY-Aug2026-29450-PE,NIFTY 18 AUG 29450 PUT,65.0,2026-08-18,29450.0,PE
46146,OPTIDX,NIFTY,NIFTY-Aug2026-29500-CE,NIFTY 18 AUG 29500 CALL,65.0,2026-08-18,29500.0,CE
46147,OPTIDX,NIFTY,NIFTY-Aug2026-29500-PE,NIFTY 18 AUG 29500 PUT,65.0,2026-08-18,29500.0,PE
46148,OPTIDX,NIFTY,NIFTY-Aug2026-29550-CE,NIFTY 18 AUG 29550 CALL,65.0,2026-08-18,29550.0,CE
46149,OPTIDX,NIFTY,NIFTY-Aug2026-29550-PE,NIFTY 18 AUG 29550 PUT,65.0,2026-08-18,29550.0,PE
46150,OPTIDX,NIFTY,NIFTY-Aug2026-29600-CE,NIFTY 18 AUG 29600 CALL,65.0,2026-08-18,29600.0,CE
46155,OPTIDX,NIFTY,NIFTY-Aug2026-29600-PE,NIFTY 18 AUG 29600 PUT,65.0,2026-08-18,29600.0,PE
46451,OPTIDX,NIFTY,NIFTY-Jul2026-18100-CE,NIFTY 28 JUL 18100 CALL,65.0,2026-07-28,18100.0,CE
46452,OPTIDX,NIFTY,NIFTY-Jul2026-18100-PE,NIFTY 28 JUL 18100 PUT,65.0,2026-07-28,18100.0,PE
46453,OPTIDX,NIFTY,NIFTY-Aug2026-18100-CE,NIFTY 25 AUG 18100 CALL,65.0,2026-08-25,18100.0,CE
46454,OPTIDX,NIFTY,NIFTY-Aug2026-18100-PE,NIFTY 25 AUG 18100 PUT,65.0,2026-08-25,18100.0,PE
46750,OPTIDX,NIFTY,NIFTY-Sep2026-18950-CE,NIFTY 01 SEP 18950 CALL,65.0,2026-09-01,18950.0,CE
46751,OPTIDX,NIFTY,NIFTY-Sep2026-18950-PE,NIFTY 01 SEP 18950 PUT,65.0,2026-09-01,18950.0,PE
46752,OPTIDX,NIFTY,NIFTY-Sep2026-19000-CE,NIFTY 01 SEP 19000 CALL,65.0,2026-09-01,19000.0,CE
46753,OPTIDX,NIFTY,NIFTY-Sep2026-19000-PE,NIFTY 01 SEP 19000 PUT,65.0,2026-09-01,19000.0,PE
46754,OPTIDX,NIFTY,NIFTY-Sep2026-19050-CE,NIFTY 01 SEP 19050 CALL,65.0,2026-09-01,19050.0,CE
46757,OPTIDX,NIFTY,NIFTY-Sep2026-19050-PE,NIFTY 01 SEP 19050 PUT,65.0,2026-09-01,19050.0,PE
46758,OPTIDX,NIFTY,NIFTY-Sep2026-19100-CE,NIFTY 01 SEP 19100 CALL,65.0,2026-09-01,19100.0,CE
46762,OPTIDX,NIFTY,NIFTY-Sep2026-19100-PE,NIFTY 01 SEP 19100 PUT,65.0,2026-09-01,19100.0,PE
46763,OPTIDX,NIFTY,NIFTY-Sep2026-19150-CE,NIFTY 01 SEP 19150 CALL,65.0,2026-09-01,19150.0,CE
46769,OPTIDX,NIFTY,NIFTY-Sep2026-19150-PE,NIFTY 01 SEP 19150 PUT,65.0,2026-09-01,19150.0,PE
46770,OPTIDX,NIFTY,NIFTY-Sep2026-19200-CE,NIFTY 01 SEP 19200 CALL,65.0,2026-09-01,19200.0,CE
46771,OPTIDX,NIFTY,NIFTY-Sep2026-19200-PE,NIFTY 01 SEP 19200 PUT,65.0,2026-09-01,19200.0,PE
46772,OPTIDX,NIFTY,NIFTY-Sep2026-19250-CE,NIFTY 01 SEP 19250 CALL,65.0,2026-09-01,19250.0,CE
46773,OPTIDX,NIFTY,NIFTY-Sep2026-19250-PE,NIFTY 01 SEP 19250 PUT,65.0,2026-09-01,19250.0,PE
46774,OPTIDX,NIFTY,NIFTY-Sep2026-19300-CE,NIFTY 01 SEP 19300 CALL,65.0,2026-09-01,19300.0,CE
46775,OPTIDX,NIFTY,NIFTY-Sep2026-19300-PE,NIFTY 01 SEP 19300 PUT,65.0,2026-09-01,19300.0,PE
46778,OPTIDX,NIFTY,NIFTY-Sep2026-19350-CE,NIFTY 01 SEP 19350 CALL,65.0,2026-09-01,19350.0,CE
46779,OPTIDX,NIFTY,NIFTY-Sep2026-19350-PE,NIFTY 01 SEP 19350 PUT,65.0,2026-09-01,19350.0,PE
46780,OPTIDX,NIFTY,NIFTY-Sep2026-19400-CE,NIFTY 01 SEP 19400 CALL,65.0,2026-09-01,19400.0,CE
46783,OPTIDX,NIFTY,NIFTY-Sep2026-19400-PE,NIFTY 01 SEP 19400 PUT,65.0,2026-09-01,19400.0,PE
46784,OPTIDX,NIFTY,NIFTY-Sep2026-19450-CE,NIFTY 01 SEP 19450 CALL,65.0,2026-09-01,19450.0,CE
46785,OPTIDX,NIFTY,NIFTY-Sep2026-19450-PE,NIFTY 01 SEP 19450 PUT,65.0,2026-09-01,19450.0,PE
46786,OPTIDX,NIFTY,NIFTY-Sep2026-19500-CE,NIFTY 01 SEP 19500 CALL,65.0,2026-09-01,19500.0,CE
46787,OPTIDX,NIFTY,NIFTY-Sep2026-19500-PE,NIFTY 01 SEP 19500 PUT,65.0,2026-09-01,19500.0,PE
46788,OPTIDX,NIFTY,NIFTY-Sep2026-19550-CE,NIFTY 01 SEP 19550 CALL,65.0,2026-09-01,19550.0,CE
46789,OPTIDX,NIFTY,NIFTY-Sep2026-19550-PE,NIFTY 01 SEP 19550 PUT,65.0,2026-09-01,19550.0,PE
46790,OPTIDX,NIFTY,NIFTY-Sep2026-19600-CE,NIFTY 01 SEP 19600 CALL,65.0,2026-09-01,19600.0,CE
46791,OPTIDX,NIFTY,NIFTY-Sep2026-19600-PE,NIFTY 01 SEP 19600 PUT,65.0,2026-09-01,19600.0,PE
46792,OPTIDX,NIFTY,NIFTY-Sep2026-19650-CE,NIFTY 01 SEP 19650 CALL,65.0,2026-09-01,19650.0,CE
46795,OPTIDX,NIFTY,NIFTY-Sep2026-19650-PE,NIFTY 01 SEP 19650 PUT,65.0,2026-09-01,19650.0,PE
46797,OPTIDX,NIFTY,NIFTY-Sep2026-19700-CE,NIFTY 01 SEP 19700 CALL,65.0,2026-09-01,19700.0,CE
46800,OPTIDX,NIFTY,NIFTY-Sep2026-19700-PE,NIFTY 01 SEP 19700 PUT,65.0,2026-09-01,19700.0,PE
46803,OPTIDX,NIFTY,NIFTY-Sep2026-19750-CE,NIFTY 01 SEP 19750 CALL,65.0,2026-09-01,19750.0,CE
46804,OPTIDX,NIFTY,NIFTY-Sep2026-19750-PE,NIFTY 01 SEP 19750 PUT,65.0,2026-09-01,19750.0,PE
46805,OPTIDX,NIFTY,NIFTY-Sep2026-19800-CE,NIFTY 01 SEP 19800 CALL,65.0,2026-09-01,19800.0,CE
46806,OPTIDX,NIFTY,NIFTY-Sep2026-19800-PE,NIFTY 01 SEP 19800 PUT,65.0,2026-09-01,19800.0,PE
46807,OPTIDX,NIFTY,NIFTY-Sep2026-19850-CE,NIFTY 01 SEP 19850 CALL,65.0,2026-09-01,19850.0,CE
46808,OPTIDX,NIFTY,NIFTY-Sep2026-19850-PE,NIFTY 01 SEP 19850 PUT,65.0,2026-09-01,19850.0,PE
46809,OPTIDX,NIFTY,NIFTY-Sep2026-19900-CE,NIFTY 01 SEP 19900 CALL,65.0,2026-09-01,19900.0,CE
46810,OPTIDX,NIFTY,NIFTY-Sep2026-19900-PE,NIFTY 01 SEP 19900 PUT,65.0,2026-09-01,19900.0,PE
46811,OPTIDX,NIFTY,NIFTY-Sep2026-19950-CE,NIFTY 01 SEP 19950 CALL,65.0,2026-09-01,19950.0,CE
46812,OPTIDX,NIFTY,NIFTY-Sep2026-19950-PE,NIFTY 01 SEP 19950 PUT,65.0,2026-09-01,19950.0,PE
46813,OPTIDX,NIFTY,NIFTY-Sep2026-20000-CE,NIFTY 01 SEP 20000 CALL,65.0,2026-09-01,20000.0,CE
46814,OPTIDX,NIFTY,NIFTY-Sep2026-20000-PE,NIFTY 01 SEP 20000 PUT,65.0,2026-09-01,20000.0,PE
46815,OPTIDX,NIFTY,NIFTY-Sep2026-20050-CE,NIFTY 01 SEP 20050 CALL,65.0,2026-09-01,20050.0,CE
46816,OPTIDX,NIFTY,NIFTY-Sep2026-20050-PE,NIFTY 01 SEP 20050 PUT,65.0,2026-09-01,20050.0,PE
46817,OPTIDX,NIFTY,NIFTY-Sep2026-20100-CE,NIFTY 01 SEP 20100 CALL,65.0,2026-09-01,20100.0,CE
46819,OPTIDX,NIFTY,NIFTY-Sep2026-20100-PE,NIFTY 01 SEP 20100 PUT,65.0,2026-09-01,20100.0,PE
46820,OPTIDX,NIFTY,NIFTY-Sep2026-20150-CE,NIFTY 01 SEP 20150 CALL,65.0,2026-09-01,20150.0,CE
46822,OPTIDX,NIFTY,NIFTY-Sep2026-20150-PE,NIFTY 01 SEP 20150 PUT,65.0,2026-09-01,20150.0,PE
46823,OPTIDX,NIFTY,NIFTY-Sep2026-20200-CE,NIFTY 01 SEP 20200 CALL,65.0,2026-09-01,20200.0,CE
46824,OPTIDX,NIFTY,NIFTY-Sep2026-20200-PE,NIFTY 01 SEP 20200 PUT,65.0,2026-09-01,20200.0,PE
46825,OPTIDX,NIFTY,NIFTY-Sep2026-20250-CE,NIFTY 01 SEP 20250 CALL,65.0,2026-09-01,20250.0,CE
46826,OPTIDX,NIFTY,NIFTY-Sep2026-20250-PE,NIFTY 01 SEP 20250 PUT,65.0,2026-09-01,20250.0,PE
46828,OPTIDX,NIFTY,NIFTY-Sep2026-20300-CE,NIFTY 01 SEP 20300 CALL,65.0,2026-09-01,20300.0,CE
46829,OPTIDX,NIFTY,NIFTY-Sep2026-20300-PE,NIFTY 01 SEP 20300 PUT,65.0,2026-09-01,20300.0,PE
46833,OPTIDX,NIFTY,NIFTY-Sep2026-20350-CE,NIFTY 01 SEP 20350 CALL,65.0,2026-09-01,20350.0,CE
46834,OPTIDX,NIFTY,NIFTY-Sep2026-20350-PE,NIFTY 01 SEP 20350 PUT,65.0,2026-09-01,20350.0,PE
46835,OPTIDX,NIFTY,NIFTY-Sep2026-20400-CE,NIFTY 01 SEP 20400 CALL,65.0,2026-09-01,20400.0,CE
46836,OPTIDX,NIFTY,NIFTY-Sep2026-20400-PE,NIFTY 01 SEP 20400 PUT,65.0,2026-09-01,20400.0,PE
46837,OPTIDX,NIFTY,NIFTY-Sep2026-20450-CE,NIFTY 01 SEP 20450 CALL,65.0,2026-09-01,20450.0,CE
46838,OPTIDX,NIFTY,NIFTY-Sep2026-20450-PE,NIFTY 01 SEP 20450 PUT,65.0,2026-09-01,20450.0,PE
46839,OPTIDX,NIFTY,NIFTY-Sep2026-20500-CE,NIFTY 01 SEP 20500 CALL,65.0,2026-09-01,20500.0,CE
46840,OPTIDX,NIFTY,NIFTY-Sep2026-20500-PE,NIFTY 01 SEP 20500 PUT,65.0,2026-09-01,20500.0,PE
46841,OPTIDX,NIFTY,NIFTY-Sep2026-20550-CE,NIFTY 01 SEP 20550 CALL,65.0,2026-09-01,20550.0,CE
46842,OPTIDX,NIFTY,NIFTY-Sep2026-20550-PE,NIFTY 01 SEP 20550 PUT,65.0,2026-09-01,20550.0,PE
46843,OPTIDX,NIFTY,NIFTY-Sep2026-20600-CE,NIFTY 01 SEP 20600 CALL,65.0,2026-09-01,20600.0,CE
46844,OPTIDX,NIFTY,NIFTY-Sep2026-20600-PE,NIFTY 01 SEP 20600 PUT,65.0,2026-09-01,20600.0,PE
46845,OPTIDX,NIFTY,NIFTY-Sep2026-20650-CE,NIFTY 01 SEP 20650 CALL,65.0,2026-09-01,20650.0,CE
46846,OPTIDX,NIFTY,NIFTY-Sep2026-20650-PE,NIFTY 01 SEP 20650 PUT,65.0,2026-09-01,20650.0,PE
46847,OPTIDX,NIFTY,NIFTY-Sep2026-20700-CE,NIFTY 01 SEP 20700 CALL,65.0,2026-09-01,20700.0,CE
46848,OPTIDX,NIFTY,NIFTY-Sep2026-20700-PE,NIFTY 01 SEP 20700 PUT,65.0,2026-09-01,20700.0,PE
46849,OPTIDX,NIFTY,NIFTY-Sep2026-20750-CE,NIFTY 01 SEP 20750 CALL,65.0,2026-09-01,20750.0,CE
46850,OPTIDX,NIFTY,NIFTY-Sep2026-20750-PE,NIFTY 01 SEP 20750 PUT,65.0,2026-09-01,20750.0,PE
46851,OPTIDX,NIFTY,NIFTY-Sep2026-20800-CE,NIFTY 01 SEP 20800 CALL,65.0,2026-09-01,20800.0,CE
46853,OPTIDX,NIFTY,NIFTY-Sep2026-20800-PE,NIFTY 01 SEP 20800 PUT,65.0,2026-09-01,20800.0,PE
46856,OPTIDX,NIFTY,NIFTY-Sep2026-20850-CE,NIFTY 01 SEP 20850 CALL,65.0,2026-09-01,20850.0,CE
46858,OPTIDX,NIFTY,NIFTY-Sep2026-20850-PE,NIFTY 01 SEP 20850 PUT,65.0,2026-09-01,20850.0,PE
46859,OPTIDX,NIFTY,NIFTY-Sep2026-20900-CE,NIFTY 01 SEP 20900 CALL,65.0,2026-09-01,20900.0,CE
46860,OPTIDX,NIFTY,NIFTY-Sep2026-20900-PE,NIFTY 01 SEP 20900 PUT,65.0,2026-09-01,20900.0,PE
46861,OPTIDX,NIFTY,NIFTY-Sep2026-20950-CE,NIFTY 01 SEP 20950 CALL,65.0,2026-09-01,20950.0,CE
46862,OPTIDX,NIFTY,NIFTY-Sep2026-20950-PE,NIFTY 01 SEP 20950 PUT,65.0,2026-09-01,20950.0,PE
46863,OPTIDX,NIFTY,NIFTY-Sep2026-21000-CE,NIFTY 01 SEP 21000 CALL,65.0,2026-09-01,21000.0,CE
46864,OPTIDX,NIFTY,NIFTY-Sep2026-21000-PE,NIFTY 01 SEP 21000 PUT,65.0,2026-09-01,21000.0,PE
46865,OPTIDX,NIFTY,NIFTY-Sep2026-21050-CE,NIFTY 01 SEP 21050 CALL,65.0,2026-09-01,21050.0,CE
46866,OPTIDX,NIFTY,NIFTY-Sep2026-21050-PE,NIFTY 01 SEP 21050 PUT,65.0,2026-09-01,21050.0,PE
46867,OPTIDX,NIFTY,NIFTY-Sep2026-21100-CE,NIFTY 01 SEP 21100 CALL,65.0,2026-09-01,21100.0,CE
46868,OPTIDX,NIFTY,NIFTY-Sep2026-21100-PE,NIFTY 01 SEP 21100 PUT,65.0,2026-09-01,21100.0,PE
46869,OPTIDX,NIFTY,NIFTY-Sep2026-21150-CE,NIFTY 01 SEP 21150 CALL,65.0,2026-09-01,21150.0,CE
46870,OPTIDX,NIFTY,NIFTY-Sep2026-21150-PE,NIFTY 01 SEP 21150 PUT,65.0,2026-09-01,21150.0,PE
46871,OPTIDX,NIFTY,NIFTY-Sep2026-21200-CE,NIFTY 01 SEP 21200 CALL,65.0,2026-09-01,21200.0,CE
46872,OPTIDX,NIFTY,NIFTY-Sep2026-21200-PE,NIFTY 01 SEP 21200 PUT,65.0,2026-09-01,21200.0,PE
46873,OPTIDX,NIFTY,NIFTY-Sep2026-21250-CE,NIFTY 01 SEP 21250 CALL,65.0,2026-09-01,21250.0,CE
46874,OPTIDX,NIFTY,NIFTY-Sep2026-21250-PE,NIFTY 01 SEP 21250 PUT,65.0,2026-09-01,21250.0,PE
46875,OPTIDX,NIFTY,NIFTY-Sep2026-21300-CE,NIFTY 01 SEP 21300 CALL,65.0,2026-09-01,21300.0,CE
46876,OPTIDX,NIFTY,NIFTY-Sep2026-21300-PE,NIFTY 01 SEP 21300 PUT,65.0,2026-09-01,21300.0,PE
46877,OPTIDX,NIFTY,NIFTY-Sep2026-21350-CE,NIFTY 01 SEP 21350 CALL,65.0,2026-09-01,21350.0,CE
46878,OPTIDX,NIFTY,NIFTY-Sep2026-21350-PE,NIFTY 01 SEP 21350 PUT,65.0,2026-09-01,21350.0,PE
46879,OPTIDX,NIFTY,NIFTY-Sep2026-21400-CE,NIFTY 01 SEP 21400 CALL,65.0,2026-09-01,21400.0,CE
46880,OPTIDX,NIFTY,NIFTY-Sep2026-21400-PE,NIFTY 01 SEP 21400 PUT,65.0,2026-09-01,21400.0,PE
46881,OPTIDX,NIFTY,NIFTY-Sep2026-21450-CE,NIFTY 01 SEP 21450 CALL,65.0,2026-09-01,21450.0,CE
46882,OPTIDX,NIFTY,NIFTY-Sep2026-21450-PE,NIFTY 01 SEP 21450 PUT,65.0,2026-09-01,21450.0,PE
46883,OPTIDX,NIFTY,NIFTY-Sep2026-21500-CE,NIFTY 01 SEP 21500 CALL,65.0,2026-09-01,21500.0,CE
46886,OPTIDX,NIFTY,NIFTY-Sep2026-21500-PE,NIFTY 01 SEP 21500 PUT,65.0,2026-09-01,21500.0,PE
46887,OPTIDX,NIFTY,NIFTY-Sep2026-21550-CE,NIFTY 01 SEP 21550 CALL,65.0,2026-09-01,21550.0,CE
46888,OPTIDX,NIFTY,NIFTY-Sep2026-21550-PE,NIFTY 01 SEP 21550 PUT,65.0,2026-09-01,21550.0,PE
46889,OPTIDX,NIFTY,NIFTY-Sep2026-21600-CE,NIFTY 01 SEP 21600 CALL,65.0,2026-09-01,21600.0,CE
46890,OPTIDX,NIFTY,NIFTY-Sep2026-21600-PE,NIFTY 01 SEP 21600 PUT,65.0,2026-09-01,21600.0,PE
46891,OPTIDX,NIFTY,NIFTY-Sep2026-21650-CE,NIFTY 01 SEP 21650 CALL,65.0,2026-09-01,21650.0,CE
46892,OPTIDX,NIFTY,NIFTY-Sep2026-21650-PE,NIFTY 01 SEP 21650 PUT,65.0,2026-09-01,21650.0,PE
46893,OPTIDX,NIFTY,NIFTY-Sep2026-21700-CE,NIFTY 01 SEP 21700 CALL,65.0,2026-09-01,21700.0,CE
46894,OPTIDX,NIFTY,NIFTY-Sep2026-21700-PE,NIFTY 01 SEP 21700 PUT,65.0,2026-09-01,21700.0,PE
46895,OPTIDX,NIFTY,NIFTY-Sep2026-21750-CE,NIFTY 01 SEP 21750 CALL,65.0,2026-09-01,21750.0,CE
46896,OPTIDX,NIFTY,NIFTY-Sep2026-21750-PE,NIFTY 01 SEP 21750 PUT,65.0,2026-09-01,21750.0,PE
46897,OPTIDX,NIFTY,NIFTY-Sep2026-21800-CE,NIFTY 01 SEP 21800 CALL,65.0,2026-09-01,21800.0,CE
46898,OPTIDX,NIFTY,NIFTY-Sep2026-21800-PE,NIFTY 01 SEP 21800 PUT,65.0,2026-09-01,21800.0,PE
46899,OPTIDX,NIFTY,NIFTY-Sep2026-21850-CE,NIFTY 01 SEP 21850 CALL,65.0,2026-09-01,21850.0,CE
46900,OPTIDX,NIFTY,NIFTY-Sep2026-21850-PE,NIFTY 01 SEP 21850 PUT,65.0,2026-09-01,21850.0,PE
46901,OPTIDX,NIFTY,NIFTY-Sep2026-21900-CE,NIFTY 01 SEP 21900 CALL,65.0,2026-09-01,21900.0,CE
46902,OPTIDX,NIFTY,NIFTY-Sep2026-21900-PE,NIFTY 01 SEP 21900 PUT,65.0,2026-09-01,21900.0,PE
46903,OPTIDX,NIFTY,NIFTY-Sep2026-21950-CE,NIFTY 01 SEP 21950 CALL,65.0,2026-09-01,21950.0,CE
46904,OPTIDX,NIFTY,NIFTY-Sep2026-21950-PE,NIFTY 01 SEP 21950 PUT,65.0,2026-09-01,21950.0,PE
46905,OPTIDX,NIFTY,NIFTY-Sep2026-22000-CE,NIFTY 01 SEP 22000 CALL,65.0,2026-09-01,22000.0,CE
46906,OPTIDX,NIFTY,NIFTY-Sep2026-22000-PE,NIFTY 01 SEP 22000 PUT,65.0,2026-09-01,22000.0,PE
46907,OPTIDX,NIFTY,NIFTY-Sep2026-22050-CE,NIFTY 01 SEP 22050 CALL,65.0,2026-09-01,22050.0,CE
46908,OPTIDX,NIFTY,NIFTY-Sep2026-22050-PE,NIFTY 01 SEP 22050 PUT,65.0,2026-09-01,22050.0,PE
46909,OPTIDX,NIFTY,NIFTY-Sep2026-22100-CE,NIFTY 01 SEP 22100 CALL,65.0,2026-09-01,22100.0,CE
46910,OPTIDX,NIFTY,NIFTY-Sep2026-22100-PE,NIFTY 01 SEP 22100 PUT,65.0,2026-09-01,22100.0,PE
46911,OPTIDX,NIFTY,NIFTY-Sep2026-22150-CE,NIFTY 01 SEP 22150 CALL,65.0,2026-09-01,22150.0,CE
46912,OPTIDX,NIFTY,NIFTY-Sep2026-22150-PE,NIFTY 01 SEP 22150 PUT,65.0,2026-09-01,22150.0,PE
46913,OPTIDX,NIFTY,NIFTY-Sep2026-22200-CE,NIFTY 01 SEP 22200 CALL,65.0,2026-09-01,22200.0,CE
46914,OPTIDX,NIFTY,NIFTY-Sep2026-22200-PE,NIFTY 01 SEP 22200 PUT,65.0,2026-09-01,22200.0,PE
46915,OPTIDX,NIFTY,NIFTY-Sep2026-22250-CE,NIFTY 01 SEP 22250 CALL,65.0,2026-09-01,22250.0,CE
46916,OPTIDX,NIFTY,NIFTY-Sep2026-22250-PE,NIFTY 01 SEP 22250 PUT,65.0,2026-09-01,22250.0,PE
46917,OPTIDX,NIFTY,NIFTY-Sep2026-22300-CE,NIFTY 01 SEP 22300 CALL,65.0,2026-09-01,22300.0,CE
46918,OPTIDX,NIFTY,NIFTY-Sep2026-22300-PE,NIFTY 01 SEP 22300 PUT,65.0,2026-09-01,22300.0,PE
46919,OPTIDX,NIFTY,NIFTY-Sep2026-22350-CE,NIFTY 01 SEP 22350 CALL,65.0,2026-09-01,22350.0,CE
46920,OPTIDX,NIFTY,NIFTY-Sep2026-22350-PE,NIFTY 01 SEP 22350 PUT,65.0,2026-09-01,22350.0,PE
46921,OPTIDX,NIFTY,NIFTY-Sep2026-22400-CE,NIFTY 01 SEP 22400 CALL,65.0,2026-09-01,22400.0,CE
46922,OPTIDX,NIFTY,NIFTY-Sep2026-22400-PE,NIFTY 01 SEP 22400 PUT,65.0,2026-09-01,22400.0,PE
46923,OPTIDX,NIFTY,NIFTY-Sep2026-22450-CE,NIFTY 01 SEP 22450 CALL,65.0,2026-09-01,22450.0,CE
46924,OPTIDX,NIFTY,NIFTY-Sep2026-22450-PE,NIFTY 01 SEP 22450 PUT,65.0,2026-09-01,22450.0,PE
46925,OPTIDX,NIFTY,NIFTY-Sep2026-22500-CE,NIFTY 01 SEP 22500 CALL,65.0,2026-09-01,22500.0,CE
46926,OPTIDX,NIFTY,NIFTY-Sep2026-22500-PE,NIFTY 01 SEP 22500 PUT,65.0,2026-09-01,22500.0,PE
46927,OPTIDX,NIFTY,NIFTY-Sep2026-22550-CE,NIFTY 01 SEP 22550 CALL,65.0,2026-09-01,22550.0,CE
46928,OPTIDX,NIFTY,NIFTY-Sep2026-22550-PE,NIFTY 01 SEP 22550 PUT,65.0,2026-09-01,22550.0,PE
46929,OPTIDX,NIFTY,NIFTY-Sep2026-22600-CE,NIFTY 01 SEP 22600 CALL,65.0,2026-09-01,22600.0,CE
46930,OPTIDX,NIFTY,NIFTY-Sep2026-22600-PE,NIFTY 01 SEP 22600 PUT,65.0,2026-09-01,22600.0,PE
46931,OPTIDX,NIFTY,NIFTY-Sep2026-22650-CE,NIFTY 01 SEP 22650 CALL,65.0,2026-09-01,22650.0,CE
46932,OPTIDX,NIFTY,NIFTY-Sep2026-22650-PE,NIFTY 01 SEP 22650 PUT,65.0,2026-09-01,22650.0,PE
46933,OPTIDX,NIFTY,NIFTY-Sep2026-22700-CE,NIFTY 01 SEP 22700 CALL,65.0,2026-09-01,22700.0,CE
46934,OPTIDX,NIFTY,NIFTY-Sep2026-22700-PE,NIFTY 01 SEP 22700 PUT,65.0,2026-09-01,22700.0,PE
46935,OPTIDX,NIFTY,NIFTY-Sep2026-22750-CE,NIFTY 01 SEP 22750 CALL,65.0,2026-09-01,22750.0,CE
46936,OPTIDX,NIFTY,NIFTY-Sep2026-22750-PE,NIFTY 01 SEP 22750 PUT,65.0,2026-09-01,22750.0,PE
46937,OPTIDX,NIFTY,NIFTY-Sep2026-22800-CE,NIFTY 01 SEP 22800 CALL,65.0,2026-09-01,22800.0,CE
46938,OPTIDX,NIFTY,NIFTY-Sep2026-22800-PE,NIFTY 01 SEP 22800 PUT,65.0,2026-09-01,22800.0,PE
46939,OPTIDX,NIFTY,NIFTY-Sep2026-22850-CE,NIFTY 01 SEP 22850 CALL,65.0,2026-09-01,22850.0,CE
46940,OPTIDX,NIFTY,NIFTY-Sep2026-22850-PE,NIFTY 01 SEP 22850 PUT,65.0,2026-09-01,22850.0,PE
46941,OPTIDX,NIFTY,NIFTY-Sep2026-22900-CE,NIFTY 01 SEP 22900 CALL,65.0,2026-09-01,22900.0,CE
46942,OPTIDX,NIFTY,NIFTY-Sep2026-22900-PE,NIFTY 01 SEP 22900 PUT,65.0,2026-09-01,22900.0,PE
46943,OPTIDX,NIFTY,NIFTY-Sep2026-22950-CE,NIFTY 01 SEP 22950 CALL,65.0,2026-09-01,22950.0,CE
46944,OPTIDX,NIFTY,NIFTY-Sep2026-22950-PE,NIFTY 01 SEP 22950 PUT,65.0,2026-09-01,22950.0,PE
46945,OPTIDX,NIFTY,NIFTY-Sep2026-23000-CE,NIFTY 01 SEP 23000 CALL,65.0,2026-09-01,23000.0,CE
46946,OPTIDX,NIFTY,NIFTY-Sep2026-23000-PE,NIFTY 01 SEP 23000 PUT,65.0,2026-09-01,23000.0,PE
46947,OPTIDX,NIFTY,NIFTY-Sep2026-23050-CE,NIFTY 01 SEP 23050 CALL,65.0,2026-09-01,23050.0,CE
46948,OPTIDX,NIFTY,NIFTY-Sep2026-23050-PE,NIFTY 01 SEP 23050 PUT,65.0,2026-09-01,23050.0,PE
46949,OPTIDX,NIFTY,NIFTY-Sep2026-23100-CE,NIFTY 01 SEP 23100 CALL,65.0,2026-09-01,23100.0,CE
46950,OPTIDX,NIFTY,NIFTY-Sep2026-23100-PE,NIFTY 01 SEP 23100 PUT,65.0,2026-09-01,23100.0,PE
46951,OPTIDX,NIFTY,NIFTY-Sep2026-23150-CE,NIFTY 01 SEP 23150 CALL,65.0,2026-09-01,23150.0,CE
46952,OPTIDX,NIFTY,NIFTY-Sep2026-23150-PE,NIFTY 01 SEP 23150 PUT,65.0,2026-09-01,23150.0,PE
46953,OPTIDX,NIFTY,NIFTY-Sep2026-23200-CE,NIFTY 01 SEP 23200 CALL,65.0,2026-09-01,23200.0,CE
46954,OPTIDX,NIFTY,NIFTY-Sep2026-23200-PE,NIFTY 01 SEP 23200 PUT,65.0,2026-09-01,23200.0,PE
46955,OPTIDX,NIFTY,NIFTY-Sep2026-23250-CE,NIFTY 01 SEP 23250 CALL,65.0,2026-09-01,23250.0,CE
46956,OPTIDX,NIFTY,NIFTY-Sep2026-23250-PE,NIFTY 01 SEP 23250 PUT,65.0,2026-09-01,23250.0,PE
